#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
466290	181291	174091	46202	39429	F58A3.2	C56C10.3	egl-15	vps-32.1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.4375	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466291	175410	174091	40655	39429	Y55D5A.5	C56C10.3	daf-2	vps-32.1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.3333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466292	178104	174091	43199	39429	ZK792.6	C56C10.3	let-60	vps-32.1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466293	176065	174090	41273	39428	C07H6.6	C56C10.8	clk-2	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.9	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466294	181055	174090	45979	39428	C14F5.5	C56C10.8	sem-5	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.6429	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466295	174044	174090	39384	39428	C32D5.2	C56C10.8	sma-6	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466296	180982	174090	45907	39428	C54D1.6	C56C10.8	bar-1	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.7	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466297	181291	174090	46202	39428	F58A3.2	C56C10.8	egl-15	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466298	175410	174090	40655	39428	Y55D5A.5	C56C10.8	daf-2	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.1111	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466299	174462	174090	39787	39428	ZK1067.1	C56C10.8	let-23	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.375	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466300	178104	174090	43199	39428	ZK792.6	C56C10.8	let-60	icd-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.1111	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466301	181055	179192	45979	44234	C14F5.5	D1014.8	sem-5	spr-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.8333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466302	180982	171934	45907	37409	C54D1.6	D1037.3	bar-1	ftn-2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466303	176065	183907	41273	48714	C07H6.6	D1044.5	clk-2	D1044.5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466304	181291	175762	46202	40991	F58A3.2	D1044.6	egl-15	D1044.6	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.25	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466305	176286	172689	41485	38122	F02A9.6	DY3.7	glp-1	sup-17	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.7857	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466306	176286	171994	41485	37465	F02A9.6	E01A2.3	glp-1	lin-44	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466307	180982	184005	45907	48808	C54D1.6	E03A3.3	bar-1	his-69	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.6667	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466308	175909	173920	41127	39264	C05D11.4	EEED8.5	let-756	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.4375	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466309	181055	173920	45979	39264	C14F5.5	EEED8.5	sem-5	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466310	174044	173920	39384	39264	C32D5.2	EEED8.5	sma-6	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.1667	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466311	180982	173920	45907	39264	C54D1.6	EEED8.5	bar-1	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.2143	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466312	181291	173920	46202	39264	F58A3.2	EEED8.5	egl-15	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.3333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466313	178846	173920	43898	39264	T28F12.3	EEED8.5	sos-1	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.0556	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466314	175410	173920	40655	39264	Y55D5A.5	EEED8.5	daf-2	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.0714	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466315	178104	173920	43199	39264	ZK792.6	EEED8.5	let-60	mog-5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.4583	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466316	181055	177908	45979	43010	C14F5.5	F01G10.8	sem-5	daf-14	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.0833	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466317	176065	181098	41273	46020	C07H6.6	F08F1.1	clk-2	kin-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.2	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466318	178104	181098	43199	46020	ZK792.6	F08F1.1	let-60	kin-9	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466319	176065	184199	41273	48998	C07H6.6	F08F8.10	clk-2	F08F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466320	174462	184199	39787	48998	ZK1067.1	F08F8.10	let-23	F08F8.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.3333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466321	180982	176047	45907	41256	C54D1.6	F08F8.2	bar-1	F08F8.2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466322	181291	176047	46202	41256	F58A3.2	F08F8.2	egl-15	F08F8.2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466323	175909	175768	41127	40997	C05D11.4	F09F7.2	let-756	mlc-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466324	175410	175768	40655	40997	Y55D5A.5	F09F7.2	daf-2	mlc-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466325	180982	175767	45907	40996	C54D1.6	F09F7.3	bar-1	F09F7.3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.125	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466326	181291	175767	46202	40996	F58A3.2	F09F7.3	egl-15	F09F7.3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466327	175410	175767	40655	40996	Y55D5A.5	F09F7.3	daf-2	F09F7.3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.6	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466328	181291	175766	46202	40995	F58A3.2	F09F7.4	egl-15	F09F7.4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.25	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466329	175410	175766	40655	40995	Y55D5A.5	F09F7.4	daf-2	F09F7.4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.3333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466330	176065	175764	41273	40993	C07H6.6	F09F7.5	clk-2	F09F7.5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.25	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466331	175410	184307	40655	49105	Y55D5A.5	F10F2.4	daf-2	F10F2.4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.375	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466332	174462	175609	39787	40845	ZK1067.1	F10F2.5	let-23	clec-154	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466333	180982	184309	45907	49106	C54D1.6	F10F2.6	bar-1	clec-152	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466334	176065	184312	41273	49109	C07H6.6	F10F2.9	clk-2	pqn-29	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466335	178104	181263	43199	46175	ZK792.6	F11A1.3	let-60	daf-12	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.2308	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466336	176065	181771	41273	46646	C07H6.6	F11C7.4	clk-2	crb-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466337	178104	180622	43199	45563	ZK792.6	F11D5.3	let-60	ddr-2	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.25	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466338	175909	184346	41127	49141	C05D11.4	F11D5.5	let-756	F11D5.5	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.5	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466339	181291	175502	46202	40740	F58A3.2	F13B10.1	egl-15	tir-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.8571	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466340	176065	175501	41273	40739	C07H6.6	F13B10.2	clk-2	rpl-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466341	181291	175501	46202	40739	F58A3.2	F13B10.2	egl-15	rpl-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466342	175410	175501	40655	40739	Y55D5A.5	F13B10.2	daf-2	rpl-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.375	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466343	174462	175501	39787	40739	ZK1067.1	F13B10.2	let-23	rpl-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.625	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466344	180982	181082	45907	46004	C54D1.6	F13B9.5	bar-1	ksr-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.0	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466345	175410	181082	40655	46004	Y55D5A.5	F13B9.5	daf-2	ksr-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466346	178104	181082	43199	46004	ZK792.6	F13B9.5	let-60	ksr-1	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466347	176286	184508	41485	49297	F02A9.6	F15A2.5	glp-1	efn-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.4	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466348	175410	184508	40655	49297	Y55D5A.5	F15A2.5	daf-2	efn-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	0.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466349	178104	184508	43199	49297	ZK792.6	F15A2.5	let-60	efn-3	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	2.8	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466350	174462	179788	39787	44807	ZK1067.1	F15B9.7	let-23	cdh-6	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	5.5833	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466351	181055	3565725	45979	533043	C14F5.5	F15B9.9	sem-5	dsl-7	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.8333	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466352	174462	172435	39787	37880	ZK1067.1	F15C11.1	let-23	sem-4	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	4.875	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466353	181055	179520	45979	44548	C14F5.5	F17C11.8	sem-5	tag-318	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	1.6667	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
466354	176065	179141	41273	44184	C07H6.6	F19F10.10	clk-2	F19F10.10	-	-	Negative Genetic	genetic	Byrne AB (2007)	17897480	6239	6239	High Throughput	3.75	-	organism development variant	A systematic genetic interaction analysis (SGI) was carried out to detect interactions between 11 query mutants and 858 target genes compromised by RNA interference (RNAi).  Interactions were determined using growth scores that indicated whether the resulting number of progeny from the double mutant was significantly different than that of single mutant controls.	-	BioGRID
